No;Sp;Date;Length;Sex;COD;Prey;Count;Measured;Weighting;Prey.length;Prey.weight
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;126.158;17.658
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;71.52;2.296
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;122.471;15.872
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;84.124;4.115
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;84.124;4.115
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;82.317;3.806
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;76.909;2.981
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;87.3;0.565
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;87.3;0.565
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;93.651;0.727
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;93.651;0.727
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;106.417;1.151
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;87.3;0.565
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;90.472;0.642
TT304;TTR;31/03/1995;226;2;UN;Gadidae;1;1;0.5;96.363;10.795
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;80.512;3.514
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;93.187;5.944
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;104.121;8.856
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;107.778;10.026
TT304;TTR;31/03/1995;226;2;UN;Gadiculus;21;21;0.5;82.317;3.806
TT304;TTR;31/03/1995;226;2;UN;Hake;8;8;0.5;244.552;107.866
TT304;TTR;31/03/1995;226;2;UN;Hake;8;8;0.5;225.788;85.485
TT304;TTR;31/03/1995;226;2;UN;Hake;8;8;0.5;232.042;92.567
TT304;TTR;31/03/1995;226;2;UN;Hake;8;8;0.5;188.26;50.342
TT304;TTR;31/03/1995;226;2;UN;Hake;8;8;0.5;219.533;78.768
TT304;TTR;31/03/1995;226;2;UN;Hake;8;8;0.5;238.297;100.024
TT304;TTR;31/03/1995;226;2;UN;Hake;8;8;0.5;213.278;72.407
TT304;TTR;31/03/1995;226;2;UN;Hake;8;8;0.5;288.334;174.275
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;185.669;27.894
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;274.051;125.141
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;237.227;71.702
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;237.227;71.702
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;248.272;85.463
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;167.246;18.664
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;189.336;30.075
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;185.669;27.894
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;259.317;101.096
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;200.403;37.426
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;193.025;32.393
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;181.98;25.822
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;303.497;185.624
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;237.227;71.702
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;248.272;85.463
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;200.403;37.426
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;189.336;30.075
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;244.583;80.666
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;277.718;131.733
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;281.407;138.621
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;170.935;20.297
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;193.025;32.393
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;233.538;67.496
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;248.272;85.463
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;226.16;59.637
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;229.849;63.476
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;255.628;95.657
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;193.025;32.393
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;233.538;67.496
TT304;TTR;31/03/1995;226;2;UN;Blue whiting;280;30;4.6667;189.336;30.075
TT305;TTR;20/08/1995;275;2;UN;Hake;11;11;0.5;381.586;394.219
TT305;TTR;20/08/1995;275;2;UN;Hake;11;11;0.5;357.702;326.563
TT305;TTR;20/08/1995;275;2;UN;Hake;11;11;0.5;325.84;248.852
TT305;TTR;20/08/1995;275;2;UN;Hake;11;11;0.5;282.061;163.459
TT305;TTR;20/08/1995;275;2;UN;Hake;11;11;0.5;389.563;418.709
TT305;TTR;20/08/1995;275;2;UN;Hake;11;11;0.5;357.702;326.563
TT305;TTR;20/08/1995;275;2;UN;Hake;11;11;0.5;369.644;359.346
TT305;TTR;20/08/1995;275;2;UN;Hake;11;11;0.5;294.003;184.445
TT305;TTR;20/08/1995;275;2;UN;Hake;11;11;0.5;397.516;444.098
TT305;TTR;20/08/1995;275;2;UN;Hake;11;11;0.5;397.516;444.098
TT305;TTR;20/08/1995;275;2;UN;Gadidae;7;7;0.5;71.244;4.531
TT305;TTR;20/08/1995;275;2;UN;Gadidae;7;7;0.5;71.244;4.531
TT305;TTR;20/08/1995;275;2;UN;Gadidae;7;7;0.5;83.804;7.226
TT305;TTR;20/08/1995;275;2;UN;Gadidae;7;7;0.5;96.363;10.795
TT305;TTR;20/08/1995;275;2;UN;Gadidae;7;7;0.5;115.203;18.035
TT305;TTR;20/08/1995;275;2;UN;Gadidae;7;7;0.5;83.804;7.226
TT305;TTR;20/08/1995;275;2;UN;Gadidae;7;7;0.5;71.244;4.531
TT305;TTR;20/08/1995;275;2;UN;Trisopterus;3;3;0.5;86.446;3.541
TT305;TTR;20/08/1995;275;2;UN;Trisopterus;3;3;0.5;84.195;3.255
TT305;TTR;20/08/1995;275;2;UN;Trisopterus;3;3;0.5;108.953;7.637
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;185.669;27.894
TT305;TTR;20/08/1995;275;2;UN;Hake;11;11;0.5;381.586;394.219
TT305;TTR;20/08/1995;275;2;UN;Gadiculus;11;11;0.5;107.778;10.026
TT305;TTR;20/08/1995;275;2;UN;Gadiculus;11;11;0.5;53.711;0.82
TT305;TTR;20/08/1995;275;2;UN;Gadiculus;11;11;0.5;96.824;6.821
TT305;TTR;20/08/1995;275;2;UN;Gadiculus;11;11;0.5;100.469;7.79
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;259.317;101.096
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;244.583;80.666
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;244.583;80.666
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;204.07;40.133
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;181.98;25.822
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;204.07;40.133
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;204.07;40.133
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;215.115;49.17
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;222.493;55.995
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;288.763;153.151
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;207.759;43.001
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;211.448;46.018
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;240.894;76.073
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;215.115;49.17
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;211.448;46.018
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;255.628;95.657
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;244.583;80.666
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;215.115;49.17
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;255.628;95.657
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;193.025;32.393
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;274.051;125.141
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;185.669;27.894
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;204.07;40.133
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;200.403;37.426
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;207.759;43.001
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;200.403;37.426
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;200.403;37.426
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;255.628;95.657
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;170.935;20.297
TT305;TTR;20/08/1995;275;2;UN;Blue whiting;222;31;3.5806;200.403;37.426
TT305;TTR;20/08/1995;275;2;UN;Gadiculus;11;11;0.5;120.629;15.031
TT305;TTR;20/08/1995;275;2;UN;Gadiculus;11;11;0.5;95.005;6.371
TT305;TTR;20/08/1995;275;2;UN;Gadiculus;11;11;0.5;84.124;4.115
TT305;TTR;20/08/1995;275;2;UN;Gadiculus;11;11;0.5;115.113;12.703
TT305;TTR;20/08/1995;275;2;UN;Gadiculus;11;11;0.5;116.95;13.447
TT305;TTR;20/08/1995;275;2;UN;Gadiculus;11;11;0.5;98.646;7.293
TT305;TTR;20/08/1995;275;2;UN;Gadiculus;11;11;0.5;85.933;4.442
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;164.385;33.913
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;158.605;30.555
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;173.078;39.406
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;367.184;352.424
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;355.242;320.064
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;376.737;379.803
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;355.242;320.064
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;328.729;337.597
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;366.847;484.576
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;320.239;309.715
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;332.957;352.113
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;307.556;271.111
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;358.357;448.603
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;299.066;247.228
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;299.066;247.228
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;299.066;247.228
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;316.011;296.448
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;371.075;503.218
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;290.61;224.938
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;311.783;283.581
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;375.303;522.355
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;345.639;398.257
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;316.011;296.448
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;138.137;19.409
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;129.681;15.763
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;121.191;12.611
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;303.293;258.928
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;299.066;247.228
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;371.075;503.218
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;388.02;582.963
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;116.964;11.219
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;121.191;12.611
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;108.508;8.762
TT4;TTR;28/11/1992;281;2;UN;Scad;27;27;0.5;125.454;14.132
TT4;TTR;28/11/1992;281;2;UN;Gadiculus;4;4;0.5;94.45;6.238
TT4;TTR;28/11/1992;281;2;UN;Gadiculus;4;4;0.5;70.427;2.172
TT4;TTR;28/11/1992;281;2;UN;Gadiculus;4;4;0.5;83.727;4.045
TT4;TTR;28/11/1992;281;2;UN;Gadiculus;4;4;0.5;46.816;0.501
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;193.332;54.395
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;196.222;56.798
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;175.968;41.353
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;175.968;41.353
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;173.078;39.406
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;126.743;15.899
TT4;TTR;28/11/1992;281;2;UN;Hake;14;14;0.5;196.222;56.798
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;175.19;27.837
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;196.633;40.955
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;239.52;79.216
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;239.52;79.216
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;196.007;34.363
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;196.007;34.363
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;190.639;30.879
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;196.007;34.363
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;196.007;34.363
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;217.413;51.225
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;196.007;34.363
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;187.967;29.246
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;193.312;32.579
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;204.026;40.1
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;198.68;36.202
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;190.639;30.879
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;72.833;0.782
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;185.294;27.678
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;257.572;98.495
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;174.58;22.011
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;198.68;36.202
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;193.312;32.579
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;190.639;30.879
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;201.353;38.114
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;206.699;42.162
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;190.639;30.879
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;182.599;26.161
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;209.394;44.319
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;198.68;36.202
TT4;TTR;28/11/1992;281;2;UN;Blue whiting;65;30;1.0833;193.312;32.579
TT4;TTR;28/11/1992;281;2;UN;Illex/Todaropsis;1;1;1;;191.543
TT6;TTR;07/04/1991;258;2;UN;Gobiidae;1;1;0.5;60.163;1.631
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;236.167;70.474
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;198.68;36.202
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;204.026;40.1
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;193.312;32.579
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;236.167;70.474
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;238.84;73.6
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;246.881;83.629
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;209.394;44.319
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;206.699;42.162
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;193.312;32.579
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;222.78;56.274
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;230.799;64.494
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;204.026;40.1
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;201.353;38.114
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;233.472;67.422
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;228.126;61.661
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;254.899;94.608
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;209.394;44.319
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;145.134;10.828
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;230.799;64.494
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;179.926;24.718
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;204.026;40.1
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;212.067;46.539
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;201.353;38.114
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;244.186;80.162
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;188.07;35.29
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;222.393;61.813
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;196.633;40.955
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;196.633;40.955
TT6;TTR;07/04/1991;258;2;UN;Blue whiting;56;30;0.9333;230.957;70.137
TT6;TTR;07/04/1991;258;2;UN;Hake;8;8;0.5;429.282;555.569
TT6;TTR;07/04/1991;258;2;UN;Hake;8;8;0.5;434.059;573.771
TT6;TTR;07/04/1991;258;2;UN;Hake;8;8;0.5;443.612;611.335
TT6;TTR;07/04/1991;258;2;UN;Hake;8;8;0.5;450.778;640.549
TT6;TTR;07/04/1991;258;2;UN;Hake;8;8;0.5;307.474;210.157
TT6;TTR;07/04/1991;258;2;UN;Hake;8;8;0.5;309.862;214.947
TT6;TTR;07/04/1991;258;2;UN;Hake;8;8;0.5;438.836;592.36
TT6;TTR;07/04/1991;258;2;UN;Hake;8;8;0.5;384.823;404.04
TT6;TTR;07/04/1991;258;2;UN;Scad;1;1;0.5;108.508;8.762
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;89.07;5.053
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;73.073;2.48
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;75.724;2.819
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;91.769;5.625
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;78.402;3.194
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;107.935;10.079
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;83.727;4.045
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;75.724;2.819
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;105.235;9.202
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;86.396;4.528
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;62.497;1.414
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;107.935;10.079
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;73.073;2.48
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;107.935;10.079
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;75.724;2.819
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;105.235;9.202
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;73.073;2.48
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;78.402;3.194
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;65.127;1.64
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;78.402;3.194
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;62.497;1.414
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;75.724;2.819
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;83.727;4.045
TT6;TTR;07/04/1991;258;2;UN;Gadiculus;24;24;0.5;150.933;33.64
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;142.439;10.077
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;220.085;53.695
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;225.453;58.922
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;177.253;23.336
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;177.253;23.336
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;158.521;15.192
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;166.539;18.363
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;163.866;17.256
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;158.521;15.192
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;100.954;2.702
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;96.249;2.253
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;86.883;1.526
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;110.32;3.791
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;91.566;1.863
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;100.954;2.702
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;100.954;2.702
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;115.003;4.443
TT7;TTR;07/12/1991;255;2;UN;Hake;3;3;0.5;301.606;198.686
TT7;TTR;07/12/1991;255;2;UN;Hake;3;3;0.5;301.606;198.686
TT7;TTR;07/12/1991;255;2;UN;Hake;3;3;0.5;326.581;250.504
TT7;TTR;07/12/1991;255;2;UN;Gadiculus;2;2;0.5;49.409;0.608
TT7;TTR;07/12/1991;255;2;UN;Gadiculus;2;2;0.5;57.252;1.032
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;158.521;15.192
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;201.353;38.114
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;166.539;18.363
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;201.353;38.114
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;201.353;38.114
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;171.907;20.744
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;158.521;15.192
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;187.967;29.246
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;169.212;19.521
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;201.353;38.114
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;179.926;24.718
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;179.926;24.718
TT7;TTR;07/12/1991;255;2;UN;Blue whiting;52;30;0.8667;230.799;64.494
TT7;TTR;07/12/1991;255;2;UN;Scad;2;2;0.5;354.13;431.405
TT7;TTR;07/12/1991;255;2;UN;Scad;2;2;0.5;358.357;448.603
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;239.52;79.216
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;256.717;99.886
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;256.717;99.886
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;248.154;89.174
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;239.52;79.216
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;244.186;80.162
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;241.513;76.829
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;228.126;61.661
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;244.186;80.162
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;212.067;46.539
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;230.799;64.494
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;198.68;36.202
TT8;TTR;12/01/1992;275;2;UN;Blue whiting;247;30;4.1167;182.599;26.161
